"","qweek","gender","age","region","household_size","household_children","employment_status","WCRex1"
"7308","week 8","Female",28,"West Java","6","1","Full time employment","Somewhat well"
"7309","week 8","Male",45,"North Sumatra","6","1","Part time employment","Very well"
"7310","week 8","Male",45,"West Java","5","3","Part time employment","Don't know"
"7311","week 8","Female",29,"West Java","7","4","Full time employment","Don't know"
"7312","week 8","Female",31,"West Java","5","1","Full time employment","Somewhat badly"
"7313","week 8","Female",26,"Bengkulu","3","1","Full time employment","Somewhat badly"
"7314","week 8","Male",28,"Gorontalo","4","2","Part time employment","Very well"
"7315","week 8","Male",21,"Banten","Don't know","Don't know","Not working","Somewhat well"
"7316","week 8","Male",44,"Central Java","5","2","Full time employment","Don't know"
"7317","week 8","Female",25,"West Java","3","1","Full time employment","Somewhat well"
"7318","week 8","Female",39,"Lampung","Prefer not to say","Prefer not to say","Other","Don't know"
"7319","week 8","Female",20,"Central Java","8 or more","2","Full time student","Somewhat badly"
"7320","week 8","Male",44,"South Sumatra","5","3","Unemployed","Very well"
"7321","week 8","Female",35,"West Java","3","1","Full time employment","Somewhat well"
"7322","week 8","Male",25,"East Java","3","1","Full time employment","Don't know"
"7323","week 8","Male",20,"West Papua","6","3","Full time student","Don't know"
"7324","week 8","Female",53,"Jakarta (Special Capital Region)","2","0","Not working","Don't know"
"7325","week 8","Male",31,"East Java","2","0","Full time employment","Somewhat badly"
"7326","week 8","Male",50,"Jakarta (Special Capital Region)","5","1","Full time employment","Somewhat well"
"7327","week 8","Male",36,"Gorontalo","2","1","Part time employment","Don't know"
"7328","week 8","Male",21,"East Java","3","3","Part time employment","Very badly"
"7329","week 8","Female",19,"South Kalimantan","5","1","Full time employment","Very well"
"7330","week 8","Female",28,"West Java","4","2","Full time employment","Don't know"
"7331","week 8","Female",29,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"7332","week 8","Male",26,"Jakarta (Special Capital Region)","Prefer not to say","0","Full time employment","Don't know"
"7333","week 8","Male",50,"West Java","6","1","Full time employment","Very well"
"7334","week 8","Male",18,"East Java","1","3","Full time employment","Somewhat well"
"7335","week 8","Male",46,"West Java","3","1","Full time employment","Somewhat badly"
"7336","week 8","Female",46,"West Java","5","1","Full time employment","Very well"
"7337","week 8","Male",28,"East Kalimantan","3","0","Full time employment","Don't know"
"7338","week 8","Male",28,"Jakarta (Special Capital Region)","6","2","Full time employment","Somewhat badly"
"7339","week 8","Female",47,"West Java","4","1","Other","Somewhat well"
"7340","week 8","Male",31,"West Java","3","1","Part time employment","Don't know"
"7341","week 8","Male",41,"Banten","Prefer not to say","2","Other","Don't know"
"7342","week 8","Female",20,"West Java","4","1","Full time student","Don't know"
"7343","week 8","Female",22,"Yogyakarta (Special Region)","5","1","Full time employment","Very well"
"7344","week 8","Male",31,"West Kalimantan","6","0","Full time employment","Don't know"
"7345","week 8","Male",38,"West Java","4","2","Part time employment","Very well"
"7346","week 8","Male",30,"West Kalimantan","3","1","Full time employment","Somewhat well"
"7347","week 8","Female",37,"East Java","Prefer not to say","Prefer not to say","Full time employment","Somewhat badly"
"7348","week 8","Female",27,"Central Java","5","1","Part time employment","Very well"
"7349","week 8","Male",66,"East Java","6","1","Retired","Very well"
"7350","week 8","Female",38,"South Sulawesi","2","0","Full time employment","Very well"
"7351","week 8","Male",46,"Bali","1","0","Full time employment","Very well"
"7352","week 8","Male",34,"Lampung","7","3","Part time employment","Very well"
"7353","week 8","Male",21,"West Java","4","0","Part time employment","Very well"
"7354","week 8","Male",55,"Central Java","5","2","Full time employment","Very well"
"7355","week 8","Male",28,"Central Java","8 or more","4","Part time employment","Don't know"
"7356","week 8","Male",34,"East Java","3","0","Full time employment","Very well"
"7357","week 8","Female",27,"West Nusa Tenggara","5","0","Part time employment","Somewhat well"
"7358","week 8","Female",60,"Jakarta (Special Capital Region)","3","1","Part time employment","Don't know"
"7359","week 8","Male",20,"Central Java","4","0","Full time student","Somewhat well"
"7360","week 8","Female",56,"Central Java","3","0","Full time employment","Very well"
"7361","week 8","Male",28,"Jakarta (Special Capital Region)","Don't know","Don't know","Part time employment","Don't know"
"7362","week 8","Male",29,"Yogyakarta (Special Region)","3","2","Full time employment","Very well"
"7363","week 8","Female",37,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"7364","week 8","Male",22,"Banten","6","2","Unemployed","Don't know"
"7365","week 8","Female",38,"West Java","2","0","Retired","Somewhat badly"
"7366","week 8","Female",35,"West Java","4","2","Full time employment","Somewhat badly"
"7367","week 8","Female",24,"East Java","4","1","Not working","Don't know"
"7368","week 8","Male",21,"North Sumatra","6","2","Part time employment","Somewhat well"
"7369","week 8","Female",41,"East Java","3","0","Unemployed","Don't know"
"7370","week 8","Male",19,"West Kalimantan","2","0","Unemployed","Don't know"
"7371","week 8","Male",37,"Yogyakarta (Special Region)","5","1","Full time employment","Very badly"
"7372","week 8","Female",24,"Central Java","8 or more","2","Full time employment","Very well"
"7373","week 8","Female",30,"East Java","4","2","Part time employment","Very well"
"7374","week 8","Female",49,"Banten","4","1","Not working","Somewhat badly"
"7375","week 8","Male",18,"North Sumatra","5","2","Full time student","Very well"
"7376","week 8","Male",19,"East Java","4","1","Part time employment","Somewhat well"
"7377","week 8","Female",19,"West Java","3","0","Full time student","Somewhat badly"
"7378","week 8","Male",47,"Central Java","6","3","Part time employment","Very well"
"7379","week 8","Female",50,"West Java","4","4","Part time employment","Very well"
"7380","week 8","Female",46,"North Sumatra","4","1","Full time employment","Very well"
"7381","week 8","Male",21,"Riau Islands","6","3","Unemployed","Don't know"
"7382","week 8","Male",38,"Central Java","5","3","Full time employment","Very badly"
"7383","week 8","Male",41,"Central Java","4","2","Full time employment","Very well"
"7384","week 8","Male",32,"West Java","5","4","Part time employment","Very well"
"7385","week 8","Male",21,"West Java","3","3","Full time student","Don't know"
"7386","week 8","Male",21,"South Sulawesi","4","1","Full time student","Very badly"
"7387","week 8","Male",20,"Jakarta (Special Capital Region)","4","0","Part time employment","Very well"
"7388","week 8","Male",28,"Yogyakarta (Special Region)","5","1","Full time employment","Don't know"
"7389","week 8","Female",24,"Banten","5","1","Full time employment","Somewhat badly"
"7390","week 8","Male",22,"Central Java","5","0","Part time employment","Somewhat well"
"7391","week 8","Male",43,"Lampung","Don't know","Prefer not to say","Other","Don't know"
"7392","week 8","Female",22,"Jambi","3","1","Part time employment","Somewhat well"
"7393","week 8","Male",25,"East Java","3","0","Part time employment","Very well"
"7394","week 8","Male",30,"Aceh (Special Region)","3","1","Full time employment","Very well"
"7395","week 8","Male",24,"Central Java","4","1","Part time employment","Somewhat well"
"7396","week 8","Male",56,"Jakarta (Special Capital Region)","3","0","Full time employment","Don't know"
"7397","week 8","Female",34,"Central Java","4","1","Full time employment","Somewhat well"
"7398","week 8","Female",20,"Jakarta (Special Capital Region)","4","0","Full time student","Very well"
"7399","week 8","Male",34,"West Java","3","1","Full time employment","Somewhat badly"
"7400","week 8","Male",36,"Jakarta (Special Capital Region)","1","1","Full time employment","Very well"
"7401","week 8","Female",18,"West Java","5","2","Full time student","Somewhat well"
"7402","week 8","Male",53,"West Java","6","1","Part time employment","Very well"
"7403","week 8","Female",23,"Banten","4","0","Full time student","Don't know"
"7404","week 8","Female",18,"North Sumatra","4","1","Full time student","Somewhat well"
"7405","week 8","Male",30,"Central Java","2","0","Full time employment","Very well"
"7406","week 8","Male",25,"East Java","3","1","Part time employment","Somewhat well"
"7407","week 8","Male",23,"West Java","4","2","Full time employment","Somewhat badly"
"7408","week 8","Male",34,"East Java","4","2","Full time employment","Somewhat well"
"7409","week 8","Male",44,"West Java","5","1","Full time employment","Somewhat badly"
"7410","week 8","Male",42,"Jakarta (Special Capital Region)","4","4","Full time employment","Somewhat badly"
"7411","week 8","Female",28,"West Java","3","1","Not working","Very well"
"7412","week 8","Female",26,"Central Java","5","1","Full time employment","Somewhat badly"
"7413","week 8","Female",28,"Yogyakarta (Special Region)","1","0","Full time employment","Very well"
"7414","week 8","Female",36,"Central Java","5","1","Full time employment","Very well"
"7415","week 8","Male",27,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"7416","week 8","Male",56,"North Sumatra","4","0","Full time employment","Very well"
"7417","week 8","Male",34,"Jakarta (Special Capital Region)","1","0","Full time employment","Very well"
"7418","week 8","Male",30,"Central Java","2","0","Full time employment","Somewhat well"
"7419","week 8","Female",18,"Bali","6","2","Part time employment","Somewhat badly"
"7420","week 8","Male",54,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"7421","week 8","Female",36,"Bali","2","0","Part time employment","Somewhat well"
"7422","week 8","Male",31,"East Java","5","1","Full time employment","Somewhat badly"
"7423","week 8","Female",42,"Jakarta (Special Capital Region)","4","1","Part time employment","Don't know"
"7424","week 8","Female",23,"Central Java","5","2","Not working","Somewhat well"
"7425","week 8","Female",21,"Jakarta (Special Capital Region)","4","1","Unemployed","Somewhat badly"
"7426","week 8","Male",40,"North Kalimantan","8 or more","4","Full time employment","Very well"
"7427","week 8","Male",50,"West Java","3","0","Not working","Don't know"
"7428","week 8","Male",25,"West Java","4","0","Part time employment","Somewhat well"
"7429","week 8","Female",23,"East Java","4","0","Full time employment","Don't know"
"7430","week 8","Male",37,"Banten","6","2","Full time employment","Don't know"
"7431","week 8","Female",24,"South Sumatra","6","1","Full time employment","Very well"
"7432","week 8","Female",42,"Banten","7","3","Not working","Very badly"
"7433","week 8","Female",22,"East Java","3","0","Full time student","Somewhat badly"
"7434","week 8","Female",34,"East Java","3","1","Full time employment","Very well"
"7435","week 8","Female",26,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"7436","week 8","Male",35,"Central Java","1","0","Full time employment","Somewhat well"
"7437","week 8","Female",23,"East Java","8 or more","1","Full time employment","Don't know"
"7438","week 8","Female",30,"East Java","4","2","Full time employment","Somewhat well"
"7439","week 8","Female",22,"East Java","6","3","Full time student","Don't know"
"7440","week 8","Female",24,"East Java","4","1","Part time employment","Don't know"
"7441","week 8","Male",31,"North Sumatra","3","0","Full time employment","Don't know"
"7442","week 8","Male",36,"Central Java","5","2","Full time employment","Very well"
"7443","week 8","Male",20,"Jakarta (Special Capital Region)","Don't know","0","Full time student","Don't know"
"7444","week 8","Female",26,"East Java","4","1","Full time employment","Very well"
"7445","week 8","Male",40,"Jakarta (Special Capital Region)","2","0","Full time employment","Somewhat well"
"7446","week 8","Male",33,"South Sumatra","4","2","Full time employment","Don't know"
"7447","week 8","Male",35,"Jakarta (Special Capital Region)","3","1","Full time employment","Very well"
"7448","week 8","Male",48,"Gorontalo","4","1","Full time employment","Somewhat well"
"7449","week 8","Female",22,"Jakarta (Special Capital Region)","5","0","Full time student","Don't know"
"7450","week 8","Female",31,"West Java","3","3","Full time employment","Very well"
"7451","week 8","Male",42,"Yogyakarta (Special Region)","3","1","Full time employment","Don't know"
"7452","week 8","Male",19,"West Java","6","1","Not working","Somewhat badly"
"7453","week 8","Male",32,"North Sumatra","5","5 or more","Full time employment","Very well"
"7454","week 8","Male",29,"West Java","3","0","Part time employment","Don't know"
"7455","week 8","Male",47,"East Java","8 or more","0","Not working","Somewhat well"
"7456","week 8","Female",23,"South Sumatra","4","0","Unemployed","Don't know"
"7457","week 8","Male",29,"North Sumatra","5","2","Part time employment","Don't know"
"7458","week 8","Male",36,"Jakarta (Special Capital Region)","4","2","Full time employment","Somewhat badly"
"7459","week 8","Male",25,"Aceh (Special Region)","3","1","Full time employment","Somewhat well"
"7460","week 8","Male",30,"East Kalimantan","3","1","Full time employment","Somewhat badly"
"7461","week 8","Female",40,"North Sumatra","4","1","Full time employment","Very well"
"7462","week 8","Male",23,"Central Java","5","1","Full time employment","Somewhat well"
"7463","week 8","Female",31,"Jakarta (Special Capital Region)","8 or more","1","Full time employment","Very well"
"7464","week 8","Male",25,"East Kalimantan","2","2","Full time employment","Somewhat badly"
"7465","week 8","Male",40,"West Java","3","1","Full time employment","Very well"
"7466","week 8","Male",23,"Yogyakarta (Special Region)","6","3","Full time employment","Don't know"
"7467","week 8","Male",40,"North Sumatra","5","2","Full time employment","Somewhat badly"
"7468","week 8","Female",32,"East Java","3","1","Full time employment","Very well"
"7469","week 8","Female",19,"East Java","6","2","Full time student","Don't know"
"7470","week 8","Female",34,"Jakarta (Special Capital Region)","4","1","Full time employment","Don't know"
"7471","week 8","Female",20,"West Sumatra","2","0","Unemployed","Very badly"
"7472","week 8","Male",23,"Central Java","5","1","Full time student","Somewhat well"
"7473","week 8","Female",28,"West Java","4","4","Part time employment","Somewhat badly"
"7474","week 8","Male",33,"East Java","6","2","Full time employment","Very well"
"7475","week 8","Female",18,"East Java","4","1","Full time student","Don't know"
"7476","week 8","Female",35,"Banten","Don't know","0","Full time employment","Don't know"
"7477","week 8","Female",21,"West Sumatra","3","0","Full time student","Very well"
"7478","week 8","Male",43,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"7479","week 8","Male",19,"South Sumatra","5","2","Full time employment","Somewhat badly"
"7480","week 8","Female",67,"Central Java","4","2","Full time employment","Very well"
"7481","week 8","Male",22,"West Java","3","0","Full time employment","Somewhat well"
"7482","week 8","Male",28,"West Java","3","1","Full time employment","Don't know"
"7483","week 8","Male",53,"South Sulawesi","5","1","Full time employment","Don't know"
"7484","week 8","Female",24,"Central Java","2","0","Part time employment","Somewhat well"
"7485","week 8","Male",42,"West Java","3","1","Part time employment","Very well"
"7486","week 8","Male",23,"East Java","6","1","Full time employment","Somewhat well"
"7487","week 8","Female",32,"Jakarta (Special Capital Region)","4","0","Full time employment","Somewhat well"
"7488","week 8","Male",21,"West Java","2","1","Part time employment","Somewhat badly"
"7489","week 8","Male",24,"East Java","6","3","Full time student","Very badly"
"7490","week 8","Male",46,"West Java","3","1","Part time employment","Somewhat well"
"7491","week 8","Male",31,"Central Java","3","1","Not working","Don't know"
"7492","week 8","Male",43,"Bali","2","0","Part time employment","Somewhat badly"
"7493","week 8","Female",27,"Central Java","3","0","Full time employment","Somewhat well"
"7494","week 8","Male",44,"Jakarta (Special Capital Region)","5","3","Full time employment","Somewhat well"
"7495","week 8","Male",26,"Jakarta (Special Capital Region)","2","1","Part time employment","Somewhat well"
"7496","week 8","Female",39,"West Java","2","Prefer not to say","Full time employment","Very well"
"7497","week 8","Male",38,"Jakarta (Special Capital Region)","8 or more","2","Not working","Don't know"
"7498","week 8","Male",31,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7499","week 8","Male",22,"West Java","7","3","Unemployed","Don't know"
"7500","week 8","Male",20,"Jakarta (Special Capital Region)","Prefer not to say","Prefer not to say","Full time student","Somewhat well"
"7501","week 8","Male",30,"Riau","3","1","Full time employment","Very well"
"7502","week 8","Female",28,"Jakarta (Special Capital Region)","1","0","Full time employment","Don't know"
"7503","week 8","Female",38,"West Java","2","0","Part time employment","Somewhat badly"
"7504","week 8","Female",21,"South Sulawesi","8 or more","0","Part time employment","Somewhat well"
"7505","week 8","Male",26,"East Nusa Tenggara","2","0","Full time employment","Somewhat well"
"7506","week 8","Female",29,"Central Java","4","2","Full time employment","Very well"
"7507","week 8","Male",44,"West Java","2","0","Full time employment","Don't know"
"7508","week 8","Male",50,"East Java","5","2","Full time employment","Very well"
"7509","week 8","Male",21,"West Sumatra","6","1","Full time student","Don't know"
"7510","week 8","Male",19,"Central Java","6","3","Part time employment","Somewhat badly"
"7511","week 8","Male",30,"West Java","3","1","Full time employment","Somewhat well"
"7512","week 8","Female",23,"North Sumatra","4","0","Part time employment","Somewhat well"
"7513","week 8","Male",19,"Yogyakarta (Special Region)","4","0","Full time student","Somewhat badly"
"7514","week 8","Female",19,"East Java","5","0","Not working","Somewhat well"
"7515","week 8","Male",27,"East Java","7","2","Full time employment","Somewhat badly"
"7516","week 8","Male",28,"South Sumatra","4","2","Full time employment","Somewhat well"
"7517","week 8","Male",36,"South Sumatra","5","1","Full time employment","Very well"
"7518","week 8","Male",20,"East Java","4","1","Part time employment","Somewhat well"
"7519","week 8","Female",21,"East Java","7","2","Full time student","Somewhat well"
"7520","week 8","Female",39,"West Java","6","4","Not working","Somewhat well"
"7521","week 8","Female",22,"Bali","2","0","Part time employment","Very well"
"7522","week 8","Female",31,"Jakarta (Special Capital Region)","2","1","Full time employment","Very well"
"7523","week 8","Female",36,"Central Java","7","5 or more","Full time employment","Very well"
"7524","week 8","Male",27,"Jakarta (Special Capital Region)","3","0","Full time student","Somewhat well"
"7525","week 8","Female",26,"West Java","4","0","Full time employment","Don't know"
"7526","week 8","Male",50,"Jakarta (Special Capital Region)","4","1","Full time employment","Somewhat well"
"7527","week 8","Female",28,"East Java","5","1","Full time employment","Somewhat badly"
"7528","week 8","Female",44,"Jakarta (Special Capital Region)","7","0","Not working","Somewhat badly"
"7529","week 8","Male",40,"West Java","4","2","Full time employment","Very well"
"7530","week 8","Male",27,"West Java","2","1","Part time employment","Very well"
"7531","week 8","Female",23,"West Java","4","1","Part time employment","Somewhat well"
"7532","week 8","Male",26,"Banten","7","3","Part time employment","Very well"
"7533","week 8","Male",20,"Jambi","3","0","Full time student","Somewhat well"
"7534","week 8","Male",38,"Jakarta (Special Capital Region)","Prefer not to say","Prefer not to say","Other","Don't know"
"7535","week 8","Female",30,"North Sumatra","4","2","Part time employment","Don't know"
"7536","week 8","Male",36,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7537","week 8","Male",32,"West Java","4","1","Full time employment","Very well"
"7538","week 8","Female",32,"Jakarta (Special Capital Region)","3","1","Part time employment","Somewhat badly"
"7539","week 8","Female",22,"East Java","3","1","Part time employment","Very well"
"7540","week 8","Male",28,"Jakarta (Special Capital Region)","4","1","Full time employment","Don't know"
"7541","week 8","Female",19,"Central Java","3","0","Full time student","Somewhat well"
"7542","week 8","Male",70,"West Java","2","0","Not working","Don't know"
"7543","week 8","Male",42,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"7544","week 8","Female",21,"West Java","4","0","Full time student","Very badly"
"7545","week 8","Male",27,"West Java","3","1","Full time employment","Don't know"
"7546","week 8","Female",32,"East Java","4","2","Full time employment","Somewhat well"
"7547","week 8","Female",34,"West Java","5","2","Part time employment","Very well"
"7548","week 8","Male",35,"East Java","5","3","Full time employment","Very well"
"7549","week 8","Male",26,"Banten","4","0","Full time employment","Somewhat badly"
"7550","week 8","Male",32,"Banten","4","2","Full time employment","Somewhat badly"
"7551","week 8","Female",26,"Banten","5","1","Full time employment","Don't know"
"7552","week 8","Female",31,"Central Java","3","1","Full time employment","Don't know"
"7553","week 8","Female",26,"Central Kalimantan","4","1","Full time employment","Very well"
"7554","week 8","Female",25,"Central Java","4","2","Full time employment","Very badly"
"7555","week 8","Male",34,"East Java","3","1","Part time employment","Very badly"
"7556","week 8","Male",31,"West Java","4","2","Part time employment","Somewhat badly"
"7557","week 8","Male",40,"West Java","4","2","Full time employment","Somewhat well"
"7558","week 8","Female",21,"Central Java","4","0","Unemployed","Very well"
"7559","week 8","Female",25,"West Java","4","0","Full time employment","Don't know"
"7560","week 8","Male",33,"East Java","7","2","Part time employment","Somewhat well"
"7561","week 8","Male",35,"Central Java","3","1","Full time employment","Somewhat well"
"7562","week 8","Female",37,"East Kalimantan","8 or more","2","Other","Very well"
"7563","week 8","Female",40,"Jakarta (Special Capital Region)","6","1","Full time employment","Somewhat badly"
"7564","week 8","Male",23,"West Java","8 or more","0","Full time employment","Very badly"
"7565","week 8","Male",42,"West Java","5","2","Full time employment","Somewhat badly"
"7566","week 8","Male",27,"Banten","2","0","Full time employment","Somewhat badly"
"7567","week 8","Male",26,"Jakarta (Special Capital Region)","3","0","Full time employment","Don't know"
"7568","week 8","Female",29,"Jakarta (Special Capital Region)","6","2","Full time employment","Somewhat badly"
"7569","week 8","Male",24,"Banten","3","2","Part time employment","Somewhat well"
"7570","week 8","Male",29,"Central Java","1","0","Full time employment","Don't know"
"7571","week 8","Male",26,"Jakarta (Special Capital Region)","3","0","Full time employment","Don't know"
"7572","week 8","Male",27,"Central Java","4","0","Not working","Somewhat well"
"7573","week 8","Male",27,"West Kalimantan","1","0","Part time employment","Very well"
"7574","week 8","Male",28,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7575","week 8","Female",53,"West Java","2","1","Part time employment","Somewhat well"
"7576","week 8","Female",40,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"7577","week 8","Male",20,"Central Java","Don't know","0","Full time employment","Don't know"
"7578","week 8","Male",24,"Yogyakarta (Special Region)","5","2","Part time employment","Somewhat badly"
"7579","week 8","Male",27,"Bali","5","0","Unemployed","Somewhat well"
"7580","week 8","Male",36,"West Java","4","4","Full time employment","Very well"
"7581","week 8","Male",29,"West Sumatra","3","1","Full time employment","Somewhat badly"
"7582","week 8","Female",24,"South Sulawesi","5","3","Part time employment","Somewhat well"
"7583","week 8","Male",31,"Jakarta (Special Capital Region)","4","0","Part time employment","Don't know"
"7584","week 8","Male",37,"Jambi","3","1","Full time employment","Somewhat well"
"7585","week 8","Male",23,"West Java","4","1","Part time employment","Don't know"
"7586","week 8","Female",20,"Central Java","4","0","Part time employment","Very well"
"7587","week 8","Female",27,"Central Java","3","1","Not working","Don't know"
"7588","week 8","Female",18,"West Java","3","1","Full time student","Don't know"
"7589","week 8","Male",18,"West Java","4","1","Full time student","Very well"
"7590","week 8","Male",18,"Central Java","3","2","Part time employment","Somewhat well"
"7591","week 8","Male",25,"East Java","5","1","Unemployed","Somewhat well"
"7592","week 8","Female",20,"West Java","3","2","Full time student","Somewhat well"
"7593","week 8","Female",33,"West Java","3","0","Part time employment","Somewhat badly"
"7594","week 8","Female",20,"East Kalimantan","5","2","Full time student","Somewhat well"
"7595","week 8","Female",23,"Jakarta (Special Capital Region)","2","0","Full time employment","Don't know"
"7596","week 8","Female",29,"Central Java","3","1","Part time employment","Somewhat badly"
"7597","week 8","Female",26,"East Java","6","0","Full time employment","Somewhat well"
"7598","week 8","Male",30,"North Sumatra","2","0","Full time employment","Somewhat well"
"7599","week 8","Male",28,"Bangka–Belitung Islands","2","3","Part time employment","Very well"
"7600","week 8","Male",37,"North Sumatra","2","0","Full time employment","Very well"
"7601","week 8","Male",26,"Jakarta (Special Capital Region)","3","1","Part time employment","Somewhat well"
"7602","week 8","Male",30,"North Sumatra","5","2","Full time employment","Somewhat well"
"7603","week 8","Male",25,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"7604","week 8","Male",23,"Jakarta (Special Capital Region)","3","2","Part time employment","Somewhat well"
"7605","week 8","Male",36,"Jakarta (Special Capital Region)","4","2","Full time employment","Don't know"
"7606","week 8","Male",28,"Jakarta (Special Capital Region)","Don't know","0","Full time employment","Don't know"
"7607","week 8","Female",34,"Jakarta (Special Capital Region)","5","3","Full time employment","Somewhat badly"
"7608","week 8","Male",19,"Jakarta (Special Capital Region)","2","2","Unemployed","Somewhat well"
"7609","week 8","Female",44,"West Java","5","2","Part time employment","Somewhat well"
"7610","week 8","Female",40,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"7611","week 8","Male",24,"Central Java","7","2","Full time employment","Somewhat badly"
"7612","week 8","Male",24,"East Java","4","2","Part time employment","Very badly"
"7613","week 8","Female",20,"Banten","5","1","Unemployed","Somewhat badly"
"7614","week 8","Male",44,"Jakarta (Special Capital Region)","4","2","Full time employment","Don't know"
"7615","week 8","Male",21,"West Java","Prefer not to say","1","Not working","Don't know"
"7616","week 8","Male",28,"Jakarta (Special Capital Region)","2","0","Not working","Don't know"
"7617","week 8","Male",21,"Banten","5","1","Full time employment","Don't know"
"7618","week 8","Male",24,"North Kalimantan","4","1","Part time employment","Very well"
"7619","week 8","Male",30,"Banten","7","2","Part time employment","Very well"
"7620","week 8","Male",19,"North Sumatra","Prefer not to say","Prefer not to say","Other","Don't know"
"7621","week 8","Male",41,"Central Java","5","1","Full time employment","Somewhat well"
"7622","week 8","Male",36,"West Java","6","1","Unemployed","Somewhat well"
"7623","week 8","Female",21,"East Java","3","0","Full time student","Somewhat well"
"7624","week 8","Female",21,"West Java","4","1","Part time employment","Don't know"
"7625","week 8","Male",23,"Bali","5","1","Full time employment","Somewhat badly"
"7626","week 8","Male",47,"North Sumatra","4","2","Part time employment","Don't know"
"7627","week 8","Male",33,"East Java","2","0","Full time employment","Somewhat well"
"7628","week 8","Male",46,"Jakarta (Special Capital Region)","4","2","Part time employment","Don't know"
"7629","week 8","Male",52,"Jakarta (Special Capital Region)","5","2","Full time employment","Somewhat well"
"7630","week 8","Male",55,"Jakarta (Special Capital Region)","3","0","Full time employment","Don't know"
"7631","week 8","Male",37,"Central Java","3","1","Full time employment","Don't know"
"7632","week 8","Female",21,"East Java","4","2","Part time employment","Very well"
"7633","week 8","Male",24,"Central Java","4","2","Full time employment","Very badly"
"7634","week 8","Male",55,"South Kalimantan","3","0","Retired","Somewhat well"
"7635","week 8","Female",45,"Yogyakarta (Special Region)","3","1","Part time employment","Very well"
"7636","week 8","Male",51,"West Java","7","4","Full time employment","Somewhat well"
"7637","week 8","Female",20,"Jakarta (Special Capital Region)","7","3","Unemployed","Somewhat well"
"7638","week 8","Female",56,"West Java","2","0","Full time employment","Somewhat badly"
"7639","week 8","Female",28,"South Sulawesi","5","1","Not working","Don't know"
"7640","week 8","Male",22,"West Java","6","3","Part time employment","Don't know"
"7641","week 8","Male",20,"East Java","2","0","Full time student","Don't know"
"7642","week 8","Male",24,"East Java","4","0","Full time employment","Somewhat well"
"7643","week 8","Male",45,"Central Java","3","1","Full time employment","Very badly"
"7644","week 8","Male",18,"West Java","5","1","Full time student","Very well"
"7645","week 8","Female",27,"Jakarta (Special Capital Region)","6","0","Full time employment","Very well"
"7646","week 8","Male",59,"West Java","4","0","Full time employment","Somewhat well"
"7647","week 8","Male",21,"East Java","2","1","Full time employment","Very well"
"7648","week 8","Female",47,"Banten","2","0","Not working","Somewhat well"
"7649","week 8","Male",59,"Banten","3","0","Unemployed","Don't know"
"7650","week 8","Male",57,"Jakarta (Special Capital Region)","6","0","Full time employment","Don't know"
"7651","week 8","Male",51,"Jakarta (Special Capital Region)","4","2","Full time employment","Don't know"
"7652","week 8","Male",18,"East Java","4","1","Part time employment","Don't know"
"7653","week 8","Male",18,"Jakarta (Special Capital Region)","5","0","Full time student","Don't know"
"7654","week 8","Male",24,"West Java","3","3","Part time employment","Somewhat badly"
"7655","week 8","Female",47,"Jakarta (Special Capital Region)","3","0","Part time employment","Very well"
"7656","week 8","Male",19,"Central Java","Don't know","1","Unemployed","Don't know"
"7657","week 8","Male",26,"West Sumatra","2","0","Part time employment","Very well"
"7658","week 8","Male",46,"South Sulawesi","8 or more","4","Part time employment","Don't know"
"7659","week 8","Male",22,"Banten","3","0","Full time employment","Somewhat badly"
"7660","week 8","Male",30,"Jakarta (Special Capital Region)","Prefer not to say","Prefer not to say","Full time employment","Don't know"
"7661","week 8","Female",22,"East Java","6","2","Full time student","Somewhat badly"
"7662","week 8","Female",48,"Central Java","5","2","Other","Somewhat badly"
"7663","week 8","Female",23,"Bali","7","0","Full time employment","Somewhat well"
"7664","week 8","Female",19,"West Java","5","0","Full time student","Somewhat well"
"7665","week 8","Male",21,"Maluku","4","1","Full time employment","Somewhat badly"
"7666","week 8","Male",19,"South Sumatra","4","1","Part time employment","Don't know"
"7667","week 8","Male",20,"Riau","5","0","Part time employment","Somewhat badly"
"7668","week 8","Male",39,"Jakarta (Special Capital Region)","2","0","Full time employment","Somewhat badly"
"7669","week 8","Male",19,"West Java","4","0","Full time student","Don't know"
"7670","week 8","Male",35,"Jakarta (Special Capital Region)","5","1","Full time employment","Very badly"
"7671","week 8","Female",33,"Jakarta (Special Capital Region)","5","1","Full time employment","Somewhat badly"
